a : 769.0000, 0 -> 2
b : -596.0000, 0 -> 5
c : 301.0000, 0 -> 1
d : 223.0000, 0 -> 1
a : -756.0000, 1 -> 0
b : 13.0000, 1 -> 3
c : -222.0000, 1 -> 0
d : 291.0000, 1 -> 5
a : -386.0000, 2 -> 2
b : 894.0000, 2 -> 2
c : -771.0000, 2 -> 3
d : -144.0000, 2 -> 0
a : 572.0000, 3 -> 0
b : 133.0000, 3 -> 5
c : -948.0000, 3 -> 4
d : 710.0000, 3 -> 4
a : 589.0000, 4 -> 4
b : -955.0000, 4 -> 3
c : -662.0000, 4 -> 0
d : -150.0000, 4 -> 7
a : -402.0000, 5 -> 5
b : -810.0000, 5 -> 7
c : 773.0000, 5 -> 4
d : 317.0000, 5 -> 2
a : 595.0000, 6 -> 6
b : -273.0000, 6 -> 2
c : -29.0000, 6 -> 3
d : 436.0000, 6 -> 3
a : 737.0000, 7 -> 0
b : 908.0000, 7 -> 5
c : -333.0000, 7 -> 6
d : -248.0000, 7 -> 0
b : 888.0000, 0 -> 6
c : -863.0000, 0 -> 6
d : -597.0000, 1 -> 0
a : -180.0000, 1 -> 0
c : 761.0000, 2 -> 2
c : -487.0000, 2 -> 7
c : 611.0000, 3 -> 4
c : -623.0000, 3 -> 1
d : 76.0000, 4 -> 5
c : -268.0000, 4 -> 4
d : -91.0000, 5 -> 1
d : -473.0000, 5 -> 5
d : -125.0000, 6 -> 4
c : -200.0000, 6 -> 0
a : 838.0000, 7 -> 3
c : 970.0000, 7 -> 1
