a : -432.0000, 0 -> 0
b : 188.0000, 0 -> 2
c : -802.0000, 0 -> 3
d : -433.0000, 0 -> 3
a : -116.0000, 1 -> 0
b : 879.0000, 1 -> 2
c : 377.0000, 1 -> 0
d : -788.0000, 1 -> 3
a : 696.0000, 2 -> 2
b : -873.0000, 2 -> 0
c : -682.0000, 2 -> 0
d : -654.0000, 2 -> 0
a : 474.0000, 3 -> 1
b : 724.0000, 3 -> 3
c : -555.0000, 3 -> 1
d : -429.0000, 3 -> 0
b : 774.0000, 0 -> 2
a : -301.0000, 0 -> 0
a : 390.0000, 1 -> 1
b : -778.0000, 1 -> 3
a : 503.0000, 2 -> 1
b : -969.0000, 2 -> 3
c : 895.0000, 3 -> 1
b : 875.0000, 3 -> 0
