a : 630.0000, 0 -> 2
b : 114.0000, 0 -> 1
c : -173.0000, 0 -> 1
d : -810.0000, 0 -> 3
a : 249.0000, 1 -> 1
b : -422.0000, 1 -> 5
c : -881.0000, 1 -> 5
d : -704.0000, 1 -> 6
a : -421.0000, 2 -> 2
b : 852.0000, 2 -> 7
c : -674.0000, 2 -> 3
d : 965.0000, 2 -> 4
a : 764.0000, 3 -> 5
b : -275.0000, 3 -> 2
c : 467.0000, 3 -> 4
d : -318.0000, 3 -> 1
a : -197.0000, 4 -> 4
b : 341.0000, 4 -> 4
c : -39.0000, 4 -> 5
d : -467.0000, 4 -> 1
a : -389.0000, 5 -> 7
b : -529.0000, 5 -> 5
c : -117.0000, 5 -> 1
d : -508.0000, 5 -> 0
a : 836.0000, 6 -> 5
b : -788.0000, 6 -> 0
c : 84.0000, 6 -> 5
d : 859.0000, 6 -> 0
a : -663.0000, 7 -> 2
b : 384.0000, 7 -> 0
c : 863.0000, 7 -> 4
d : -24.0000, 7 -> 1
c : 587.0000, 0 -> 3
d : -675.0000, 0 -> 5
a : 918.0000, 1 -> 6
a : -936.0000, 1 -> 3
a : -798.0000, 2 -> 3
c : 929.0000, 2 -> 0
d : 240.0000, 3 -> 5
d : 186.0000, 3 -> 0
d : 478.0000, 4 -> 7
a : -36.0000, 4 -> 1
c : -857.0000, 5 -> 0
c : 527.0000, 5 -> 2
d : -496.0000, 6 -> 2
a : -706.0000, 6 -> 6
b : -548.0000, 7 -> 7
d : -20.0000, 7 -> 1
