a : -375.0000, 0 -> 2
b : -269.0000, 0 -> 0
c : -699.0000, 0 -> 1
d : 92.0000, 0 -> 1
a : -239.0000, 1 -> 2
b : -712.0000, 1 -> 1
c : 747.0000, 1 -> 0
d : -971.0000, 1 -> 2
a : 389.0000, 2 -> 2
b : -255.0000, 2 -> 2
c : -993.0000, 2 -> 0
d : 617.0000, 2 -> 3
a : -997.0000, 3 -> 2
b : 354.0000, 3 -> 2
c : -497.0000, 3 -> 2
d : 909.0000, 3 -> 3
a : -949.0000, 0 -> 0
c : 128.0000, 0 -> 3
a : 45.0000, 1 -> 3
b : -830.0000, 1 -> 0
d : 499.0000, 2 -> 2
d : 623.0000, 2 -> 0
c : 423.0000, 3 -> 3
d : -189.0000, 3 -> 1
