a : 95.0000, 0 -> 3
b : -729.0000, 0 -> 4
c : 290.0000, 0 -> 6
d : 454.0000, 0 -> 3
a : 237.0000, 1 -> 5
b : 118.0000, 1 -> 5
c : -643.0000, 1 -> 2
d : 81.0000, 1 -> 6
a : -134.0000, 2 -> 1
b : -156.0000, 2 -> 5
c : 405.0000, 2 -> 5
d : 593.0000, 2 -> 5
a : -666.0000, 3 -> 2
b : -663.0000, 3 -> 6
c : -713.0000, 3 -> 6
d : 456.0000, 3 -> 1
a : 713.0000, 4 -> 7
b : 429.0000, 4 -> 5
c : 41.0000, 4 -> 6
d : -379.0000, 4 -> 3
a : -380.0000, 5 -> 6
b : 738.0000, 5 -> 7
c : -181.0000, 5 -> 7
d : 962.0000, 5 -> 2
a : 256.0000, 6 -> 2
b : -155.0000, 6 -> 4
c : 724.0000, 6 -> 5
d : -698.0000, 6 -> 1
a : -663.0000, 7 -> 6
b : 726.0000, 7 -> 2
c : -673.0000, 7 -> 4
d : -327.0000, 7 -> 7
c : -426.0000, 0 -> 7
c : -961.0000, 0 -> 4
b : -132.0000, 1 -> 4
a : 361.0000, 1 -> 4
b : 567.0000, 2 -> 7
a : 561.0000, 2 -> 4
b : 488.0000, 3 -> 0
b : 677.0000, 3 -> 2
c : 58.0000, 4 -> 0
a : 912.0000, 4 -> 4
d : 416.0000, 5 -> 0
d : -240.0000, 5 -> 4
b : -49.0000, 6 -> 6
c : -291.0000, 6 -> 5
c : -242.0000, 7 -> 2
c : 9.0000, 7 -> 3
