a : -21.0000, 0 -> 0
b : -333.0000, 0 -> 2
c : -991.0000, 0 -> 2
d : 661.0000, 0 -> 1
a : 80.0000, 1 -> 3
b : -346.0000, 1 -> 3
c : -303.0000, 1 -> 0
d : 435.0000, 1 -> 1
a : 367.0000, 2 -> 2
b : 140.0000, 2 -> 1
c : -996.0000, 2 -> 2
d : 369.0000, 2 -> 3
a : -712.0000, 3 -> 0
b : 602.0000, 3 -> 2
c : 590.0000, 3 -> 2
d : 938.0000, 3 -> 0
c : 469.0000, 0 -> 3
a : -479.0000, 0 -> 3
c : -451.0000, 1 -> 2
c : -274.0000, 1 -> 2
d : 733.0000, 2 -> 3
a : 338.0000, 2 -> 1
d : 231.0000, 3 -> 1
b : -891.0000, 3 -> 1
