a : -883.0000, 0 -> 0
b : 724.0000, 0 -> 3
c : -940.0000, 0 -> 1
d : 55.0000, 0 -> 0
a : -97.0000, 1 -> 6
b : -53.0000, 1 -> 1
c : -716.0000, 1 -> 7
d : -486.0000, 1 -> 5
a : 319.0000, 2 -> 4
b : -319.0000, 2 -> 4
c : -398.0000, 2 -> 2
d : -251.0000, 2 -> 1
a : 85.0000, 3 -> 2
b : -511.0000, 3 -> 7
c : -758.0000, 3 -> 2
d : -215.0000, 3 -> 2
a : -992.0000, 4 -> 4
b : -553.0000, 4 -> 6
c : 47.0000, 4 -> 3
d : -665.0000, 4 -> 2
a : -666.0000, 5 -> 0
b : 16.0000, 5 -> 2
c : -207.0000, 5 -> 7
d : -193.0000, 5 -> 7
a : 385.0000, 6 -> 3
b : -714.0000, 6 -> 1
c : 957.0000, 6 -> 6
d : -867.0000, 6 -> 6
a : 42.0000, 7 -> 5
b : -47.0000, 7 -> 6
c : 160.0000, 7 -> 3
d : -269.0000, 7 -> 0
b : -620.0000, 0 -> 3
a : -148.0000, 0 -> 4
c : 182.0000, 1 -> 4
a : -415.0000, 1 -> 0
a : 991.0000, 2 -> 4
c : -762.0000, 2 -> 1
b : -65.0000, 3 -> 4
c : -104.0000, 3 -> 3
c : 741.0000, 4 -> 1
d : -207.0000, 4 -> 7
b : -141.0000, 5 -> 0
d : -856.0000, 5 -> 1
c : -458.0000, 6 -> 0
d : 196.0000, 6 -> 7
c : 207.0000, 7 -> 7
c : -333.0000, 7 -> 2
