a : 940.0000, 0 -> 1
b : -876.0000, 0 -> 1
a : -87.0000, 1 -> 1
b : -351.0000, 1 -> 6
a : -747.0000, 2 -> 7
b : -463.0000, 2 -> 7
a : 764.0000, 3 -> 3
b : 170.0000, 3 -> 2
a : -48.0000, 4 -> 2
b : 672.0000, 4 -> 6
a : 592.0000, 5 -> 2
b : -739.0000, 5 -> 5
a : 539.0000, 6 -> 2
b : -122.0000, 6 -> 6
a : 217.0000, 7 -> 5
b : -299.0000, 7 -> 5
b : -963.0000, 0 -> 0
b : -977.0000, 1 -> 5
b : 670.0000, 2 -> 7
a : 51.0000, 3 -> 3
a : 69.0000, 4 -> 3
a : 977.0000, 5 -> 1
b : 115.0000, 6 -> 3
a : -114.0000, 7 -> 7
a : 118.0000, 7 -> 4
