a : -484.0000, 0 -> 1
b : 512.0000, 0 -> 3
c : -593.0000, 0 -> 2
d : 233.0000, 0 -> 1
a : -550.0000, 1 -> 7
b : 88.0000, 1 -> 3
c : -515.0000, 1 -> 3
d : 234.0000, 1 -> 1
a : -599.0000, 2 -> 4
b : 869.0000, 2 -> 0
c : 690.0000, 2 -> 7
d : -201.0000, 2 -> 6
a : -491.0000, 3 -> 1
b : 397.0000, 3 -> 0
c : -141.0000, 3 -> 4
d : -323.0000, 3 -> 7
a : 913.0000, 4 -> 4
b : 390.0000, 4 -> 6
c : -525.0000, 4 -> 1
d : 505.0000, 4 -> 1
a : -315.0000, 5 -> 6
b : -113.0000, 5 -> 1
c : -781.0000, 5 -> 5
d : -972.0000, 5 -> 5
a : 894.0000, 6 -> 7
b : 186.0000, 6 -> 0
c : 236.0000, 6 -> 7
d : -458.0000, 6 -> 4
a : 936.0000, 7 -> 6
b : -69.0000, 7 -> 7
c : -688.0000, 7 -> 3
d : -935.0000, 7 -> 6
d : -492.0000, 0 -> 3
b : -448.0000, 0 -> 1
c : -365.0000, 1 -> 2
a : 475.0000, 1 -> 4
c : 212.0000, 2 -> 1
a : 201.0000, 2 -> 3
b : 829.0000, 3 -> 3
a : -333.0000, 3 -> 6
d : -926.0000, 4 -> 6
a : -756.0000, 4 -> 4
b : 353.0000, 5 -> 2
c : -846.0000, 5 -> 0
d : -357.0000, 6 -> 3
d : 288.0000, 6 -> 0
b : 976.0000, 7 -> 1
c : -382.0000, 7 -> 5
