a : -761.0000, 0 -> 7
b : 332.0000, 0 -> 5
a : 565.0000, 1 -> 2
b : -509.0000, 1 -> 7
a : 683.0000, 2 -> 4
b : 376.0000, 2 -> 3
a : -991.0000, 3 -> 7
b : 893.0000, 3 -> 0
a : 619.0000, 4 -> 0
b : 45.0000, 4 -> 3
a : -939.0000, 5 -> 6
b : 142.0000, 5 -> 7
a : 528.0000, 6 -> 1
b : 386.0000, 6 -> 2
a : -481.0000, 7 -> 5
b : -868.0000, 7 -> 4
b : 794.0000, 0 -> 3
b : 393.0000, 1 -> 7
a : -575.0000, 2 -> 3
b : 395.0000, 3 -> 6
a : -873.0000, 4 -> 4
a : -533.0000, 5 -> 0
a : 212.0000, 6 -> 2
a : 670.0000, 7 -> 3
