a : -44.0000, 0 -> 3
b : -759.0000, 0 -> 6
a : 137.0000, 1 -> 1
b : -234.0000, 1 -> 2
a : -594.0000, 2 -> 0
b : -43.0000, 2 -> 6
a : 547.0000, 3 -> 1
b : 215.0000, 3 -> 1
a : 239.0000, 4 -> 6
b : -611.0000, 4 -> 0
a : 639.0000, 5 -> 6
b : 942.0000, 5 -> 4
a : 786.0000, 6 -> 7
b : 791.0000, 6 -> 3
a : -270.0000, 7 -> 2
b : -973.0000, 7 -> 2
b : 762.0000, 0 -> 3
b : -995.0000, 1 -> 3
b : 654.0000, 2 -> 0
a : 281.0000, 3 -> 5
a : 865.0000, 4 -> 2
b : -336.0000, 5 -> 2
a : -331.0000, 6 -> 2
b : -838.0000, 7 -> 6
