a : 66.0000, 0 -> 4
b : 525.0000, 0 -> 2
a : 982.0000, 1 -> 3
b : 819.0000, 1 -> 2
a : 12.0000, 2 -> 5
b : 716.0000, 2 -> 2
a : 914.0000, 3 -> 7
b : 887.0000, 3 -> 2
a : 45.0000, 4 -> 3
b : 787.0000, 4 -> 4
a : -511.0000, 5 -> 2
b : -770.0000, 5 -> 7
a : 537.0000, 6 -> 5
b : -263.0000, 6 -> 4
a : -209.0000, 7 -> 6
b : -736.0000, 7 -> 0
a : 694.0000, 0 -> 3
b : -727.0000, 1 -> 1
a : 601.0000, 2 -> 4
b : -774.0000, 3 -> 6
b : -732.0000, 4 -> 0
b : -534.0000, 5 -> 2
a : 777.0000, 6 -> 7
a : 883.0000, 7 -> 5
a : -958.0000, 4 -> 1
