a : 952.0000, 0 -> 7
b : -670.0000, 0 -> 4
a : 124.0000, 1 -> 4
b : 459.0000, 1 -> 5
a : 269.0000, 2 -> 6
b : 890.0000, 2 -> 2
a : -316.0000, 3 -> 2
b : -710.0000, 3 -> 3
a : 819.0000, 4 -> 0
b : 423.0000, 4 -> 0
a : -311.0000, 5 -> 5
b : -259.0000, 5 -> 7
a : -725.0000, 6 -> 7
b : -15.0000, 6 -> 3
a : -431.0000, 7 -> 4
b : -868.0000, 7 -> 3
a : 83.0000, 0 -> 7
b : 980.0000, 1 -> 7
b : -829.0000, 2 -> 5
a : 882.0000, 3 -> 3
a : -176.0000, 4 -> 6
b : -731.0000, 5 -> 4
a : 615.0000, 6 -> 4
b : 379.0000, 7 -> 3
a : 245.0000, 0 -> 1
