a : 658.0000, 0 -> 4
b : -355.0000, 0 -> 7
c : -452.0000, 0 -> 5
d : -971.0000, 0 -> 0
a : -99.0000, 1 -> 3
b : 328.0000, 1 -> 7
c : -885.0000, 1 -> 1
d : -576.0000, 1 -> 4
a : -560.0000, 2 -> 3
b : 219.0000, 2 -> 6
c : -819.0000, 2 -> 7
d : 761.0000, 2 -> 1
a : 143.0000, 3 -> 2
b : 464.0000, 3 -> 6
c : 557.0000, 3 -> 7
d : -829.0000, 3 -> 1
a : 78.0000, 4 -> 0
b : 425.0000, 4 -> 3
c : 221.0000, 4 -> 6
d : 326.0000, 4 -> 3
a : -127.0000, 5 -> 1
b : -204.0000, 5 -> 4
c : -724.0000, 5 -> 5
d : 305.0000, 5 -> 4
a : 264.0000, 6 -> 5
b : -351.0000, 6 -> 7
c : 738.0000, 6 -> 5
d : -263.0000, 6 -> 4
a : 879.0000, 7 -> 2
b : -622.0000, 7 -> 6
c : 889.0000, 7 -> 2
d : -831.0000, 7 -> 1
d : -439.0000, 0 -> 2
d : 713.0000, 0 -> 5
c : 832.0000, 1 -> 4
c : -774.0000, 1 -> 6
d : -309.0000, 2 -> 4
d : -389.0000, 2 -> 4
a : 954.0000, 3 -> 5
d : 446.0000, 3 -> 4
c : -264.0000, 4 -> 0
b : 796.0000, 4 -> 1
c : 248.0000, 5 -> 7
b : -702.0000, 5 -> 1
d : -641.0000, 6 -> 6
c : -325.0000, 6 -> 3
d : -245.0000, 7 -> 3
a : 208.0000, 7 -> 7
