a : -107.0000, 0 -> 5
b : 687.0000, 0 -> 4
a : 595.0000, 1 -> 4
b : -96.0000, 1 -> 0
a : -208.0000, 2 -> 0
b : -318.0000, 2 -> 5
a : 559.0000, 3 -> 1
b : 720.0000, 3 -> 2
a : -522.0000, 4 -> 7
b : 587.0000, 4 -> 6
a : -320.0000, 5 -> 6
b : -857.0000, 5 -> 2
a : 1000.0000, 6 -> 4
b : -122.0000, 6 -> 5
a : 598.0000, 7 -> 1
b : 549.0000, 7 -> 1
a : 801.0000, 0 -> 3
a : 419.0000, 1 -> 1
a : 205.0000, 2 -> 0
a : -229.0000, 3 -> 1
a : -739.0000, 4 -> 6
a : 406.0000, 5 -> 2
b : -670.0000, 6 -> 7
a : 740.0000, 7 -> 3
