a : -417.0000, 0 -> 4
b : -20.0000, 0 -> 6
c : -164.0000, 0 -> 0
d : -150.0000, 0 -> 6
a : -747.0000, 1 -> 4
b : -276.0000, 1 -> 3
c : -894.0000, 1 -> 3
d : 817.0000, 1 -> 5
a : -151.0000, 2 -> 2
b : -932.0000, 2 -> 5
c : -781.0000, 2 -> 6
d : 966.0000, 2 -> 3
a : 319.0000, 3 -> 5
b : -812.0000, 3 -> 0
c : -412.0000, 3 -> 0
d : 720.0000, 3 -> 2
a : 354.0000, 4 -> 5
b : -645.0000, 4 -> 6
c : -194.0000, 4 -> 0
d : -93.0000, 4 -> 5
a : -245.0000, 5 -> 0
b : -804.0000, 5 -> 4
c : -457.0000, 5 -> 5
d : 780.0000, 5 -> 4
a : -521.0000, 6 -> 0
b : 332.0000, 6 -> 3
c : 781.0000, 6 -> 0
d : -891.0000, 6 -> 4
a : 653.0000, 7 -> 6
b : -701.0000, 7 -> 1
c : 892.0000, 7 -> 0
d : 776.0000, 7 -> 7
b : 202.0000, 0 -> 6
d : -646.0000, 0 -> 5
d : -319.0000, 1 -> 5
a : 665.0000, 1 -> 5
b : -200.0000, 2 -> 2
d : -197.0000, 2 -> 6
a : 67.0000, 3 -> 4
d : -882.0000, 3 -> 3
c : -394.0000, 4 -> 3
c : -243.0000, 4 -> 6
d : 469.0000, 5 -> 6
d : 813.0000, 5 -> 7
d : -96.0000, 6 -> 4
c : -724.0000, 6 -> 6
a : -823.0000, 7 -> 2
a : 267.0000, 7 -> 3
