a : -734.0000, 0 -> 3
b : -188.0000, 0 -> 0
c : 495.0000, 0 -> 3
d : -78.0000, 0 -> 2
a : -758.0000, 1 -> 0
b : -825.0000, 1 -> 1
c : 862.0000, 1 -> 3
d : -880.0000, 1 -> 3
a : -296.0000, 2 -> 2
b : 857.0000, 2 -> 2
c : -361.0000, 2 -> 1
d : 883.0000, 2 -> 3
a : 715.0000, 3 -> 0
b : 650.0000, 3 -> 2
c : 45.0000, 3 -> 1
d : 539.0000, 3 -> 1
d : 111.0000, 0 -> 3
b : -460.0000, 0 -> 2
c : 910.0000, 1 -> 0
c : -775.0000, 1 -> 2
b : 83.0000, 2 -> 0
d : -966.0000, 2 -> 1
c : 560.0000, 3 -> 1
c : 290.0000, 3 -> 0
