a : 680.0000, 0 -> 5
b : 196.0000, 0 -> 5
c : -830.0000, 0 -> 4
d : -843.0000, 0 -> 0
a : 397.0000, 1 -> 7
b : -67.0000, 1 -> 0
c : 252.0000, 1 -> 5
d : 642.0000, 1 -> 7
a : 221.0000, 2 -> 4
b : -90.0000, 2 -> 3
c : 938.0000, 2 -> 1
d : -292.0000, 2 -> 0
a : 76.0000, 3 -> 0
b : -214.0000, 3 -> 5
c : 956.0000, 3 -> 3
d : -982.0000, 3 -> 2
a : -152.0000, 4 -> 5
b : -180.0000, 4 -> 2
c : -210.0000, 4 -> 4
d : -134.0000, 4 -> 4
a : 217.0000, 5 -> 1
b : 879.0000, 5 -> 4
c : 563.0000, 5 -> 2
d : -339.0000, 5 -> 1
a : 230.0000, 6 -> 6
b : 367.0000, 6 -> 4
c : 732.0000, 6 -> 4
d : -635.0000, 6 -> 1
a : -886.0000, 7 -> 4
b : 112.0000, 7 -> 6
c : 1000.0000, 7 -> 1
d : 232.0000, 7 -> 3
b : 580.0000, 0 -> 3
b : 480.0000, 0 -> 4
d : -350.0000, 1 -> 7
d : 871.0000, 1 -> 7
c : 970.0000, 2 -> 3
d : 136.0000, 2 -> 4
a : 217.0000, 3 -> 4
d : 502.0000, 3 -> 6
b : -458.0000, 4 -> 2
a : 675.0000, 4 -> 7
b : -147.0000, 5 -> 0
a : 266.0000, 5 -> 5
c : -406.0000, 6 -> 0
d : -672.0000, 6 -> 0
b : 32.0000, 7 -> 6
b : 679.0000, 7 -> 7
