a : 265.0000, 0 -> 2
b : 149.0000, 0 -> 4
c : 364.0000, 0 -> 1
d : -800.0000, 0 -> 6
a : -987.0000, 1 -> 3
b : -898.0000, 1 -> 3
c : -590.0000, 1 -> 5
d : 490.0000, 1 -> 5
a : 980.0000, 2 -> 7
b : -362.0000, 2 -> 7
c : -119.0000, 2 -> 2
d : 402.0000, 2 -> 2
a : -882.0000, 3 -> 0
b : 259.0000, 3 -> 7
c : -451.0000, 3 -> 3
d : -54.0000, 3 -> 1
a : 521.0000, 4 -> 2
b : 279.0000, 4 -> 2
c : 415.0000, 4 -> 3
d : -975.0000, 4 -> 4
a : -607.0000, 5 -> 7
b : -527.0000, 5 -> 2
c : -82.0000, 5 -> 2
d : 414.0000, 5 -> 2
a : -851.0000, 6 -> 5
b : 224.0000, 6 -> 1
c : -45.0000, 6 -> 6
d : -492.0000, 6 -> 2
a : -935.0000, 7 -> 5
b : 901.0000, 7 -> 7
c : -381.0000, 7 -> 3
d : 446.0000, 7 -> 6
b : -873.0000, 0 -> 4
c : -150.0000, 0 -> 7
d : 739.0000, 1 -> 2
d : 351.0000, 1 -> 2
c : 530.0000, 2 -> 1
b : -86.0000, 2 -> 1
b : -560.0000, 3 -> 6
d : -709.0000, 3 -> 4
c : -489.0000, 4 -> 2
c : 8.0000, 4 -> 3
a : -2.0000, 5 -> 6
d : -281.0000, 5 -> 4
b : 401.0000, 6 -> 4
d : 652.0000, 6 -> 5
b : 228.0000, 7 -> 1
b : -731.0000, 7 -> 7
