a : 145.0000, 0 -> 3
b : -553.0000, 0 -> 1
c : -982.0000, 0 -> 0
d : 822.0000, 0 -> 1
a : 995.0000, 1 -> 2
b : 451.0000, 1 -> 1
c : 412.0000, 1 -> 2
d : 185.0000, 1 -> 1
a : -645.0000, 2 -> 0
b : 586.0000, 2 -> 0
c : 190.0000, 2 -> 1
d : -6.0000, 2 -> 0
a : 332.0000, 3 -> 1
b : -675.0000, 3 -> 3
c : 107.0000, 3 -> 2
d : -254.0000, 3 -> 2
c : -175.0000, 0 -> 0
a : -780.0000, 0 -> 0
d : 663.0000, 1 -> 0
a : 611.0000, 1 -> 0
c : 960.0000, 2 -> 0
b : 790.0000, 2 -> 2
a : 113.0000, 3 -> 1
d : 875.0000, 3 -> 0
