a : -816.0000, 0 -> 0
b : -567.0000, 0 -> 1
c : -804.0000, 0 -> 5
d : -685.0000, 0 -> 4
a : -734.0000, 1 -> 4
b : -959.0000, 1 -> 7
c : 815.0000, 1 -> 2
d : -836.0000, 1 -> 4
a : -289.0000, 2 -> 5
b : 793.0000, 2 -> 2
c : -637.0000, 2 -> 7
d : -803.0000, 2 -> 3
a : 5.0000, 3 -> 2
b : -135.0000, 3 -> 0
c : 559.0000, 3 -> 0
d : -140.0000, 3 -> 3
a : -627.0000, 4 -> 3
b : -276.0000, 4 -> 5
c : 51.0000, 4 -> 5
d : 699.0000, 4 -> 0
a : -124.0000, 5 -> 7
b : 187.0000, 5 -> 3
c : 356.0000, 5 -> 3
d : 127.0000, 5 -> 1
a : -278.0000, 6 -> 6
b : -367.0000, 6 -> 4
c : 977.0000, 6 -> 0
d : 955.0000, 6 -> 1
a : 508.0000, 7 -> 5
b : 208.0000, 7 -> 2
c : -904.0000, 7 -> 1
d : -514.0000, 7 -> 7
b : 925.0000, 0 -> 7
b : 103.0000, 0 -> 5
c : 328.0000, 1 -> 3
d : 840.0000, 1 -> 4
d : 169.0000, 2 -> 2
c : -378.0000, 2 -> 7
c : 43.0000, 3 -> 3
b : -527.0000, 3 -> 3
a : -214.0000, 4 -> 2
a : -974.0000, 4 -> 3
b : 105.0000, 5 -> 5
c : -173.0000, 5 -> 7
c : 925.0000, 6 -> 4
a : 630.0000, 6 -> 0
d : -975.0000, 7 -> 6
a : 692.0000, 7 -> 5
