a : -503.0000, 0 -> 0
b : 780.0000, 0 -> 1
c : 78.0000, 0 -> 0
d : -565.0000, 0 -> 3
a : 511.0000, 1 -> 2
b : -661.0000, 1 -> 0
c : -193.0000, 1 -> 1
d : -731.0000, 1 -> 2
a : 93.0000, 2 -> 3
b : -918.0000, 2 -> 3
c : 934.0000, 2 -> 0
d : -648.0000, 2 -> 3
a : 56.0000, 3 -> 3
b : -607.0000, 3 -> 3
c : 479.0000, 3 -> 1
d : -857.0000, 3 -> 3
b : -558.0000, 0 -> 1
d : 768.0000, 0 -> 2
a : -825.0000, 1 -> 0
d : -454.0000, 1 -> 1
d : -610.0000, 2 -> 0
a : -777.0000, 2 -> 3
a : -200.0000, 3 -> 2
a : -971.0000, 3 -> 1
