a : -800.0000, 0 -> 1
b : 880.0000, 0 -> 4
c : -947.0000, 0 -> 5
d : 913.0000, 0 -> 4
a : 267.0000, 1 -> 7
b : -666.0000, 1 -> 7
c : 429.0000, 1 -> 6
d : 174.0000, 1 -> 2
a : -766.0000, 2 -> 0
b : 593.0000, 2 -> 3
c : 364.0000, 2 -> 4
d : -98.0000, 2 -> 2
a : -656.0000, 3 -> 3
b : 523.0000, 3 -> 4
c : -35.0000, 3 -> 2
d : -973.0000, 3 -> 5
a : 4.0000, 4 -> 3
b : 545.0000, 4 -> 5
c : 154.0000, 4 -> 0
d : 755.0000, 4 -> 7
a : 791.0000, 5 -> 6
b : 891.0000, 5 -> 6
c : -622.0000, 5 -> 5
d : 53.0000, 5 -> 2
a : 487.0000, 6 -> 0
b : -841.0000, 6 -> 4
c : 624.0000, 6 -> 0
d : 258.0000, 6 -> 5
a : 224.0000, 7 -> 0
b : 310.0000, 7 -> 1
c : 634.0000, 7 -> 6
d : -59.0000, 7 -> 5
a : 10.0000, 0 -> 0
c : -58.0000, 0 -> 2
d : 592.0000, 1 -> 4
b : -310.0000, 1 -> 1
b : -610.0000, 2 -> 5
b : 805.0000, 2 -> 7
a : 921.0000, 3 -> 0
d : -929.0000, 3 -> 4
a : -592.0000, 4 -> 5
b : 430.0000, 4 -> 5
b : -90.0000, 5 -> 3
b : -399.0000, 5 -> 1
d : -540.0000, 6 -> 1
c : -997.0000, 6 -> 4
a : -904.0000, 7 -> 7
d : -511.0000, 7 -> 4
