a : 786.0000, 0 -> 2
b : 519.0000, 0 -> 6
a : -914.0000, 1 -> 7
b : 889.0000, 1 -> 4
a : -672.0000, 2 -> 4
b : 420.0000, 2 -> 3
a : 250.0000, 3 -> 3
b : -83.0000, 3 -> 2
a : -52.0000, 4 -> 7
b : -765.0000, 4 -> 7
a : 987.0000, 5 -> 3
b : -45.0000, 5 -> 1
a : 425.0000, 6 -> 5
b : -848.0000, 6 -> 2
a : -933.0000, 7 -> 3
b : 427.0000, 7 -> 0
a : 565.0000, 0 -> 6
a : -294.0000, 1 -> 1
a : 511.0000, 2 -> 0
a : 771.0000, 3 -> 5
b : 130.0000, 4 -> 3
a : -5.0000, 5 -> 0
a : 596.0000, 6 -> 7
a : -743.0000, 7 -> 0
