a : -283.0000, 0 -> 1
b : 546.0000, 0 -> 3
c : -666.0000, 0 -> 3
d : -410.0000, 0 -> 2
a : 2.0000, 1 -> 3
b : -44.0000, 1 -> 3
c : -490.0000, 1 -> 0
d : -54.0000, 1 -> 0
a : 376.0000, 2 -> 3
b : 780.0000, 2 -> 1
c : 529.0000, 2 -> 3
d : -706.0000, 2 -> 2
a : 578.0000, 3 -> 2
b : 264.0000, 3 -> 1
c : 39.0000, 3 -> 2
d : -900.0000, 3 -> 1
b : 497.0000, 0 -> 2
b : -812.0000, 0 -> 1
c : 365.0000, 1 -> 2
b : -142.0000, 1 -> 3
a : -891.0000, 2 -> 0
a : -262.0000, 2 -> 0
d : -758.0000, 3 -> 0
b : -492.0000, 3 -> 0
