a : 968.0000, 0 -> 6
b : 212.0000, 0 -> 3
c : 684.0000, 0 -> 1
d : 665.0000, 0 -> 7
a : 810.0000, 1 -> 5
b : 86.0000, 1 -> 2
c : -222.0000, 1 -> 0
d : 709.0000, 1 -> 2
a : 646.0000, 2 -> 1
b : 87.0000, 2 -> 7
c : -145.0000, 2 -> 3
d : 129.0000, 2 -> 5
a : -941.0000, 3 -> 1
b : -865.0000, 3 -> 1
c : 785.0000, 3 -> 0
d : -554.0000, 3 -> 3
a : -140.0000, 4 -> 3
b : 746.0000, 4 -> 4
c : 129.0000, 4 -> 4
d : -175.0000, 4 -> 1
a : -290.0000, 5 -> 3
b : -302.0000, 5 -> 3
c : 983.0000, 5 -> 5
d : -730.0000, 5 -> 1
a : -932.0000, 6 -> 0
b : 510.0000, 6 -> 5
c : -208.0000, 6 -> 7
d : -789.0000, 6 -> 7
a : 30.0000, 7 -> 4
b : -224.0000, 7 -> 1
c : 609.0000, 7 -> 6
d : -932.0000, 7 -> 1
b : -50.0000, 0 -> 0
b : -381.0000, 0 -> 5
d : 825.0000, 1 -> 5
d : 508.0000, 1 -> 7
a : -232.0000, 2 -> 1
d : -741.0000, 2 -> 1
c : -338.0000, 3 -> 4
a : -269.0000, 3 -> 3
c : -494.0000, 4 -> 7
d : -481.0000, 4 -> 6
d : 791.0000, 5 -> 3
c : -350.0000, 5 -> 0
a : 248.0000, 6 -> 7
d : 113.0000, 6 -> 2
c : -939.0000, 7 -> 2
b : -880.0000, 7 -> 6
