a : 585.0000, 0 -> 0
b : 469.0000, 0 -> 0
c : -33.0000, 0 -> 1
d : 727.0000, 0 -> 2
a : -5.0000, 1 -> 1
b : 427.0000, 1 -> 3
c : -262.0000, 1 -> 3
d : -459.0000, 1 -> 3
a : 649.0000, 2 -> 3
b : 571.0000, 2 -> 2
c : 624.0000, 2 -> 0
d : -915.0000, 2 -> 0
a : 955.0000, 3 -> 0
b : 306.0000, 3 -> 0
c : 229.0000, 3 -> 3
d : 84.0000, 3 -> 2
c : -830.0000, 0 -> 0
d : -335.0000, 0 -> 0
a : -424.0000, 1 -> 0
b : 269.0000, 1 -> 1
b : -992.0000, 2 -> 0
c : 155.0000, 2 -> 2
a : -469.0000, 3 -> 2
d : 81.0000, 3 -> 1
