a : -664.0000, 0 -> 1
b : -957.0000, 0 -> 3
c : 725.0000, 0 -> 2
d : 488.0000, 0 -> 1
a : 305.0000, 1 -> 2
b : 872.0000, 1 -> 3
c : 211.0000, 1 -> 2
d : 484.0000, 1 -> 0
a : 284.0000, 2 -> 0
b : 642.0000, 2 -> 3
c : 271.0000, 2 -> 3
d : 414.0000, 2 -> 2
a : 284.0000, 3 -> 3
b : 213.0000, 3 -> 1
c : -830.0000, 3 -> 3
d : -209.0000, 3 -> 0
d : 109.0000, 0 -> 1
b : -411.0000, 0 -> 3
a : 754.0000, 1 -> 0
c : -509.0000, 1 -> 3
a : 487.0000, 2 -> 0
d : 929.0000, 2 -> 1
d : 83.0000, 3 -> 2
a : 172.0000, 3 -> 0
