a : 728.0000, 0 -> 7
b : -274.0000, 0 -> 1
a : -203.0000, 1 -> 0
b : -884.0000, 1 -> 0
a : -202.0000, 2 -> 7
b : -533.0000, 2 -> 5
a : 805.0000, 3 -> 5
b : 706.0000, 3 -> 5
a : 507.0000, 4 -> 2
b : 521.0000, 4 -> 1
a : 476.0000, 5 -> 2
b : -291.0000, 5 -> 6
a : 891.0000, 6 -> 4
b : 531.0000, 6 -> 2
a : -326.0000, 7 -> 7
b : 667.0000, 7 -> 7
a : 415.0000, 0 -> 4
b : 744.0000, 1 -> 1
b : 65.0000, 2 -> 5
a : -561.0000, 3 -> 0
a : -650.0000, 4 -> 5
b : -89.0000, 5 -> 5
b : -669.0000, 6 -> 4
a : 643.0000, 7 -> 6
b : -448.0000, 1 -> 3
