a : 482.0000, 0 -> 1
b : 381.0000, 0 -> 3
c : -559.0000, 0 -> 2
d : 307.0000, 0 -> 0
a : -508.0000, 1 -> 0
b : -976.0000, 1 -> 3
c : -143.0000, 1 -> 1
d : 546.0000, 1 -> 2
a : 500.0000, 2 -> 2
b : -795.0000, 2 -> 1
c : -305.0000, 2 -> 2
d : 898.0000, 2 -> 2
a : -940.0000, 3 -> 1
b : 912.0000, 3 -> 1
c : 756.0000, 3 -> 2
d : -444.0000, 3 -> 1
c : -282.0000, 0 -> 1
b : -801.0000, 0 -> 2
c : -768.0000, 1 -> 1
d : 76.0000, 1 -> 3
a : -682.0000, 2 -> 2
c : 318.0000, 2 -> 0
c : -852.0000, 3 -> 3
a : 609.0000, 3 -> 3
