a : -108.0000, 0 -> 6
b : -299.0000, 0 -> 0
c : 218.0000, 0 -> 2
d : -34.0000, 0 -> 3
a : 721.0000, 1 -> 6
b : -460.0000, 1 -> 5
c : 213.0000, 1 -> 6
d : 561.0000, 1 -> 0
a : -553.0000, 2 -> 5
b : 150.0000, 2 -> 0
c : 615.0000, 2 -> 2
d : -147.0000, 2 -> 4
a : -612.0000, 3 -> 7
b : 272.0000, 3 -> 7
c : 370.0000, 3 -> 5
d : -139.0000, 3 -> 2
a : 93.0000, 4 -> 7
b : 696.0000, 4 -> 6
c : -930.0000, 4 -> 1
d : -326.0000, 4 -> 1
a : 741.0000, 5 -> 2
b : 594.0000, 5 -> 6
c : -667.0000, 5 -> 6
d : -995.0000, 5 -> 3
a : 817.0000, 6 -> 6
b : 183.0000, 6 -> 1
c : -562.0000, 6 -> 1
d : -195.0000, 6 -> 7
a : 321.0000, 7 -> 4
b : 401.0000, 7 -> 3
c : 364.0000, 7 -> 5
d : 55.0000, 7 -> 3
a : -400.0000, 0 -> 6
c : -636.0000, 0 -> 1
b : 169.0000, 1 -> 3
d : -575.0000, 1 -> 3
b : -310.0000, 2 -> 1
a : 167.0000, 2 -> 7
c : -513.0000, 3 -> 1
c : 884.0000, 3 -> 1
d : -378.0000, 4 -> 0
b : -463.0000, 4 -> 3
d : 152.0000, 5 -> 3
d : -592.0000, 5 -> 1
a : 965.0000, 6 -> 6
d : 869.0000, 6 -> 0
c : 732.0000, 7 -> 3
a : -523.0000, 7 -> 0
