a : 876.0000, 0 -> 0
b : 592.0000, 0 -> 1
c : 862.0000, 0 -> 3
d : 670.0000, 0 -> 0
a : -622.0000, 1 -> 3
b : -216.0000, 1 -> 1
c : -62.0000, 1 -> 1
d : -560.0000, 1 -> 1
a : -155.0000, 2 -> 3
b : 16.0000, 2 -> 0
c : 156.0000, 2 -> 1
d : -344.0000, 2 -> 0
a : -492.0000, 3 -> 2
b : -101.0000, 3 -> 2
c : 565.0000, 3 -> 2
d : -926.0000, 3 -> 0
d : -551.0000, 0 -> 2
b : 233.0000, 0 -> 0
a : 100.0000, 1 -> 0
d : -30.0000, 1 -> 1
d : -549.0000, 2 -> 3
b : 650.0000, 2 -> 1
c : -39.0000, 3 -> 3
b : 833.0000, 3 -> 0
