a : 465.0000, 0 -> 4
b : -665.0000, 0 -> 7
a : -460.0000, 1 -> 1
b : -500.0000, 1 -> 3
a : 872.0000, 2 -> 2
b : -638.0000, 2 -> 1
a : 607.0000, 3 -> 5
b : 973.0000, 3 -> 2
a : -161.0000, 4 -> 0
b : -815.0000, 4 -> 0
a : -16.0000, 5 -> 1
b : -567.0000, 5 -> 0
a : 406.0000, 6 -> 5
b : 288.0000, 6 -> 0
a : 83.0000, 7 -> 7
b : -450.0000, 7 -> 1
a : 311.0000, 0 -> 2
b : -923.0000, 1 -> 4
a : -203.0000, 2 -> 1
a : -40.0000, 3 -> 2
b : 845.0000, 4 -> 5
a : 978.0000, 5 -> 2
a : -86.0000, 6 -> 4
b : -942.0000, 7 -> 7
b : -121.0000, 1 -> 6
