a : -757.0000, 0 -> 6
b : 317.0000, 0 -> 4
a : 531.0000, 1 -> 6
b : 268.0000, 1 -> 2
a : 389.0000, 2 -> 3
b : 216.0000, 2 -> 0
a : 277.0000, 3 -> 4
b : 934.0000, 3 -> 7
a : 445.0000, 4 -> 7
b : 327.0000, 4 -> 3
a : -729.0000, 5 -> 0
b : -983.0000, 5 -> 2
a : -27.0000, 6 -> 7
b : -510.0000, 6 -> 0
a : 334.0000, 7 -> 6
b : -156.0000, 7 -> 5
b : -976.0000, 0 -> 7
a : -428.0000, 1 -> 1
b : -6.0000, 2 -> 1
b : -879.0000, 3 -> 7
a : -640.0000, 4 -> 4
a : -305.0000, 5 -> 3
a : 56.0000, 6 -> 6
a : 616.0000, 7 -> 3
