a : 926.0000, 0 -> 7
b : -785.0000, 0 -> 7
a : 397.0000, 1 -> 0
b : 752.0000, 1 -> 7
a : 947.0000, 2 -> 2
b : -982.0000, 2 -> 6
a : 507.0000, 3 -> 0
b : 674.0000, 3 -> 6
a : 140.0000, 4 -> 6
b : -308.0000, 4 -> 4
a : -198.0000, 5 -> 0
b : -357.0000, 5 -> 0
a : 748.0000, 6 -> 0
b : 321.0000, 6 -> 6
a : 108.0000, 7 -> 5
b : -17.0000, 7 -> 4
b : 537.0000, 0 -> 3
a : -972.0000, 1 -> 4
b : -443.0000, 2 -> 1
a : 859.0000, 3 -> 0
a : 689.0000, 4 -> 3
a : -694.0000, 5 -> 1
b : -257.0000, 6 -> 2
b : -552.0000, 7 -> 7
