a : -744.0000, 0 -> 2
b : -318.0000, 0 -> 3
c : 765.0000, 0 -> 0
d : 169.0000, 0 -> 1
a : -978.0000, 1 -> 2
b : 627.0000, 1 -> 3
c : -878.0000, 1 -> 3
d : 856.0000, 1 -> 1
a : -431.0000, 2 -> 3
b : 829.0000, 2 -> 0
c : 956.0000, 2 -> 3
d : -965.0000, 2 -> 0
a : -79.0000, 3 -> 0
b : 961.0000, 3 -> 0
c : -431.0000, 3 -> 2
d : -35.0000, 3 -> 3
c : -3.0000, 0 -> 2
d : 205.0000, 0 -> 2
c : -322.0000, 1 -> 0
d : 908.0000, 1 -> 1
b : 121.0000, 2 -> 3
d : -881.0000, 2 -> 1
b : 282.0000, 3 -> 3
c : 305.0000, 3 -> 0
