a : 665.0000, 0 -> 7
b : 730.0000, 0 -> 4
c : -665.0000, 0 -> 6
d : 347.0000, 0 -> 4
a : -646.0000, 1 -> 3
b : -668.0000, 1 -> 5
c : -739.0000, 1 -> 3
d : 746.0000, 1 -> 0
a : 86.0000, 2 -> 0
b : 598.0000, 2 -> 5
c : -89.0000, 2 -> 3
d : -809.0000, 2 -> 7
a : 1000.0000, 3 -> 1
b : -542.0000, 3 -> 5
c : -789.0000, 3 -> 4
d : -761.0000, 3 -> 6
a : 70.0000, 4 -> 4
b : -149.0000, 4 -> 1
c : 974.0000, 4 -> 2
d : -533.0000, 4 -> 7
a : 297.0000, 5 -> 4
b : -930.0000, 5 -> 6
c : -963.0000, 5 -> 2
d : 240.0000, 5 -> 4
a : 935.0000, 6 -> 3
b : -722.0000, 6 -> 2
c : 365.0000, 6 -> 1
d : -300.0000, 6 -> 7
a : 696.0000, 7 -> 6
b : 200.0000, 7 -> 6
c : 324.0000, 7 -> 4
d : 268.0000, 7 -> 7
c : 198.0000, 0 -> 0
c : 985.0000, 0 -> 4
d : -856.0000, 1 -> 1
c : 366.0000, 1 -> 3
b : -289.0000, 2 -> 6
b : -72.0000, 2 -> 1
d : -980.0000, 3 -> 3
d : -325.0000, 3 -> 5
b : -75.0000, 4 -> 7
b : 88.0000, 4 -> 1
b : -448.0000, 5 -> 0
d : 159.0000, 5 -> 7
c : -276.0000, 6 -> 5
c : -804.0000, 6 -> 4
d : 728.0000, 7 -> 7
a : 997.0000, 7 -> 3
