a : -162.0000, 0 -> 3
b : 431.0000, 0 -> 0
a : 236.0000, 1 -> 3
b : 279.0000, 1 -> 7
a : -700.0000, 2 -> 0
b : 274.0000, 2 -> 4
a : -953.0000, 3 -> 6
b : 440.0000, 3 -> 0
a : 760.0000, 4 -> 1
b : -605.0000, 4 -> 4
a : -861.0000, 5 -> 6
b : 66.0000, 5 -> 1
a : 348.0000, 6 -> 1
b : -359.0000, 6 -> 0
a : -1000.0000, 7 -> 1
b : 672.0000, 7 -> 1
a : -953.0000, 0 -> 4
a : 22.0000, 1 -> 2
a : -76.0000, 2 -> 3
b : -982.0000, 3 -> 0
a : 234.0000, 4 -> 3
a : -139.0000, 5 -> 6
a : 81.0000, 6 -> 3
a : 343.0000, 7 -> 7
b : 17.0000, 6 -> 5
