a : 103.0000, 0 -> 6
b : 410.0000, 0 -> 5
c : 379.0000, 0 -> 1
d : -525.0000, 0 -> 4
a : -752.0000, 1 -> 0
b : -222.0000, 1 -> 6
c : 519.0000, 1 -> 1
d : 120.0000, 1 -> 6
a : 843.0000, 2 -> 5
b : -97.0000, 2 -> 6
c : -193.0000, 2 -> 7
d : -661.0000, 2 -> 5
a : 823.0000, 3 -> 5
b : 517.0000, 3 -> 0
c : -556.0000, 3 -> 5
d : 436.0000, 3 -> 1
a : -834.0000, 4 -> 1
b : 556.0000, 4 -> 3
c : -334.0000, 4 -> 7
d : 69.0000, 4 -> 5
a : -412.0000, 5 -> 0
b : 367.0000, 5 -> 5
c : 311.0000, 5 -> 3
d : -913.0000, 5 -> 0
a : -893.0000, 6 -> 3
b : 929.0000, 6 -> 7
c : -382.0000, 6 -> 1
d : 478.0000, 6 -> 4
a : 669.0000, 7 -> 1
b : -794.0000, 7 -> 5
c : -955.0000, 7 -> 4
d : 929.0000, 7 -> 2
d : 695.0000, 0 -> 5
d : -952.0000, 0 -> 7
b : 287.0000, 1 -> 0
d : 796.0000, 1 -> 5
a : 466.0000, 2 -> 3
d : 351.0000, 2 -> 1
d : -62.0000, 3 -> 5
c : -418.0000, 3 -> 0
a : -658.0000, 4 -> 6
c : -508.0000, 4 -> 7
b : 207.0000, 5 -> 0
a : 670.0000, 5 -> 4
a : -953.0000, 6 -> 1
b : -320.0000, 6 -> 7
b : 835.0000, 7 -> 3
c : 60.0000, 7 -> 3
