a : 958.0000, 0 -> 0
b : 702.0000, 0 -> 2
a : 509.0000, 1 -> 3
b : 974.0000, 1 -> 3
a : -851.0000, 2 -> 0
b : 614.0000, 2 -> 3
a : 210.0000, 3 -> 0
b : 519.0000, 3 -> 1
a : 299.0000, 4 -> 6
b : 1000.0000, 4 -> 3
a : -89.0000, 5 -> 2
b : 409.0000, 5 -> 0
a : -811.0000, 6 -> 7
b : 531.0000, 6 -> 4
a : -412.0000, 7 -> 4
b : -28.0000, 7 -> 4
a : -187.0000, 0 -> 4
a : 691.0000, 1 -> 7
b : 838.0000, 2 -> 1
b : 982.0000, 3 -> 4
b : 247.0000, 4 -> 6
b : 184.0000, 5 -> 7
a : 812.0000, 6 -> 2
b : -625.0000, 7 -> 4
a : 539.0000, 7 -> 5
