a : 815.0000, 0 -> 5
b : -153.0000, 0 -> 0
a : 655.0000, 1 -> 7
b : -544.0000, 1 -> 2
a : -76.0000, 2 -> 2
b : 396.0000, 2 -> 2
a : 969.0000, 3 -> 2
b : 455.0000, 3 -> 5
a : -995.0000, 4 -> 5
b : 840.0000, 4 -> 3
a : -293.0000, 5 -> 5
b : 591.0000, 5 -> 5
a : 589.0000, 6 -> 7
b : -346.0000, 6 -> 7
a : 407.0000, 7 -> 4
b : 750.0000, 7 -> 4
b : -514.0000, 0 -> 5
a : -148.0000, 1 -> 6
a : 37.0000, 2 -> 2
a : -970.0000, 3 -> 0
b : -135.0000, 4 -> 6
b : 705.0000, 5 -> 1
a : 558.0000, 6 -> 6
a : 976.0000, 7 -> 5
