a : 450.0000, 0 -> 1
b : -882.0000, 0 -> 7
c : -26.0000, 0 -> 6
d : 201.0000, 0 -> 3
a : -872.0000, 1 -> 5
b : -637.0000, 1 -> 0
c : -803.0000, 1 -> 7
d : 774.0000, 1 -> 1
a : -375.0000, 2 -> 5
b : 494.0000, 2 -> 7
c : -597.0000, 2 -> 6
d : 973.0000, 2 -> 2
a : 349.0000, 3 -> 4
b : -787.0000, 3 -> 3
c : -328.0000, 3 -> 3
d : -347.0000, 3 -> 7
a : 376.0000, 4 -> 2
b : 844.0000, 4 -> 3
c : -130.0000, 4 -> 4
d : -938.0000, 4 -> 4
a : 516.0000, 5 -> 2
b : -185.0000, 5 -> 4
c : 562.0000, 5 -> 7
d : -871.0000, 5 -> 3
a : 960.0000, 6 -> 1
b : 847.0000, 6 -> 0
c : -971.0000, 6 -> 1
d : 301.0000, 6 -> 3
a : 765.0000, 7 -> 7
b : -956.0000, 7 -> 2
c : -281.0000, 7 -> 2
d : 537.0000, 7 -> 4
b : -626.0000, 0 -> 7
a : -418.0000, 0 -> 2
d : -996.0000, 1 -> 3
d : 526.0000, 1 -> 5
b : 337.0000, 2 -> 2
a : -285.0000, 2 -> 0
a : 651.0000, 3 -> 2
c : -267.0000, 3 -> 3
d : -180.0000, 4 -> 4
a : -468.0000, 4 -> 5
b : 975.0000, 5 -> 2
a : -734.0000, 5 -> 4
d : 460.0000, 6 -> 4
a : 301.0000, 6 -> 1
d : -940.0000, 7 -> 7
d : -3.0000, 7 -> 3
