a : 900.0000, 0 -> 1
b : -627.0000, 0 -> 3
a : -599.0000, 1 -> 0
b : 2.0000, 1 -> 7
a : -388.0000, 2 -> 7
b : 950.0000, 2 -> 1
a : 207.0000, 3 -> 4
b : -956.0000, 3 -> 7
a : 703.0000, 4 -> 2
b : 783.0000, 4 -> 3
a : -859.0000, 5 -> 2
b : 314.0000, 5 -> 4
a : 270.0000, 6 -> 3
b : 627.0000, 6 -> 7
a : 439.0000, 7 -> 2
b : -4.0000, 7 -> 5
a : -88.0000, 0 -> 6
a : 787.0000, 1 -> 7
b : 19.0000, 2 -> 4
a : -737.0000, 3 -> 7
b : -208.0000, 4 -> 4
b : 322.0000, 5 -> 6
a : 360.0000, 6 -> 4
b : -333.0000, 7 -> 7
