a : -553.0000, 0 -> 4
b : -384.0000, 0 -> 5
c : 448.0000, 0 -> 2
d : -215.0000, 0 -> 3
a : -766.0000, 1 -> 0
b : -824.0000, 1 -> 2
c : -838.0000, 1 -> 4
d : -333.0000, 1 -> 5
a : -17.0000, 2 -> 2
b : 670.0000, 2 -> 1
c : 61.0000, 2 -> 4
d : 322.0000, 2 -> 6
a : 225.0000, 3 -> 0
b : 518.0000, 3 -> 1
c : -78.0000, 3 -> 7
d : 221.0000, 3 -> 6
a : 509.0000, 4 -> 2
b : -315.0000, 4 -> 5
c : -417.0000, 4 -> 7
d : -508.0000, 4 -> 0
a : 982.0000, 5 -> 4
b : -845.0000, 5 -> 2
c : -10.0000, 5 -> 0
d : -744.0000, 5 -> 7
a : -438.0000, 6 -> 2
b : -375.0000, 6 -> 2
c : 837.0000, 6 -> 5
d : -751.0000, 6 -> 5
a : -469.0000, 7 -> 7
b : 97.0000, 7 -> 6
c : 478.0000, 7 -> 1
d : 385.0000, 7 -> 6
a : -77.0000, 0 -> 7
b : 164.0000, 0 -> 1
c : -149.0000, 1 -> 5
c : -507.0000, 1 -> 2
d : -827.0000, 2 -> 1
c : -992.0000, 2 -> 6
d : 651.0000, 3 -> 5
a : -170.0000, 3 -> 5
c : -260.0000, 4 -> 2
d : 669.0000, 4 -> 5
c : -865.0000, 5 -> 1
c : -840.0000, 5 -> 3
b : -47.0000, 6 -> 7
a : 666.0000, 6 -> 6
b : -789.0000, 7 -> 1
d : 415.0000, 7 -> 7
