a : 223.0000, 0 -> 0
b : -117.0000, 0 -> 0
c : -265.0000, 0 -> 1
d : -195.0000, 0 -> 3
a : -397.0000, 1 -> 1
b : 858.0000, 1 -> 0
c : 694.0000, 1 -> 0
d : 747.0000, 1 -> 0
a : 461.0000, 2 -> 1
b : 858.0000, 2 -> 1
c : 847.0000, 2 -> 3
d : 223.0000, 2 -> 1
a : -7.0000, 3 -> 1
b : -272.0000, 3 -> 1
c : -133.0000, 3 -> 1
d : 181.0000, 3 -> 2
c : -430.0000, 0 -> 3
c : -285.0000, 0 -> 2
a : 999.0000, 1 -> 2
c : 289.0000, 1 -> 3
a : 656.0000, 2 -> 1
a : -298.0000, 2 -> 0
d : -56.0000, 3 -> 2
a : 28.0000, 3 -> 1
