a : -589.0000, 0 -> 0
b : -447.0000, 0 -> 3
c : -574.0000, 0 -> 3
d : -180.0000, 0 -> 0
a : 731.0000, 1 -> 0
b : -198.0000, 1 -> 1
c : 218.0000, 1 -> 2
d : -77.0000, 1 -> 1
a : 970.0000, 2 -> 3
b : 998.0000, 2 -> 1
c : 376.0000, 2 -> 1
d : 608.0000, 2 -> 0
a : 317.0000, 3 -> 3
b : -984.0000, 3 -> 0
c : -406.0000, 3 -> 0
d : -248.0000, 3 -> 1
a : -530.0000, 0 -> 0
d : 524.0000, 0 -> 0
a : 174.0000, 1 -> 1
c : -960.0000, 1 -> 0
a : -842.0000, 2 -> 0
c : -413.0000, 2 -> 2
c : -301.0000, 3 -> 2
c : 116.0000, 3 -> 1
