a : 805.0000, 0 -> 3
b : 384.0000, 0 -> 2
c : 589.0000, 0 -> 3
d : 240.0000, 0 -> 1
a : -216.0000, 1 -> 2
b : 793.0000, 1 -> 0
c : -280.0000, 1 -> 2
d : 527.0000, 1 -> 1
a : 938.0000, 2 -> 2
b : 445.0000, 2 -> 1
c : -407.0000, 2 -> 1
d : 335.0000, 2 -> 1
a : 618.0000, 3 -> 2
b : 610.0000, 3 -> 1
c : 498.0000, 3 -> 3
d : -455.0000, 3 -> 2
d : -642.0000, 0 -> 3
b : -684.0000, 0 -> 0
c : 849.0000, 1 -> 0
c : 106.0000, 1 -> 3
a : 428.0000, 2 -> 0
d : 834.0000, 2 -> 0
c : 532.0000, 3 -> 1
a : -723.0000, 3 -> 2
