a : 269.0000, 0 -> 3
b : 405.0000, 0 -> 5
a : 588.0000, 1 -> 0
b : -538.0000, 1 -> 5
a : 980.0000, 2 -> 2
b : 605.0000, 2 -> 4
a : 788.0000, 3 -> 6
b : -583.0000, 3 -> 2
a : 68.0000, 4 -> 3
b : -280.0000, 4 -> 0
a : 854.0000, 5 -> 2
b : 54.0000, 5 -> 3
a : 589.0000, 6 -> 4
b : 219.0000, 6 -> 5
a : -439.0000, 7 -> 0
b : -728.0000, 7 -> 1
b : -493.0000, 0 -> 3
a : 315.0000, 1 -> 7
a : 674.0000, 2 -> 6
b : 710.0000, 3 -> 3
a : 935.0000, 4 -> 2
a : -804.0000, 5 -> 6
b : -784.0000, 6 -> 0
b : -553.0000, 7 -> 0
b : -899.0000, 0 -> 7
