a : 506.0000, 0 -> 3
b : -943.0000, 0 -> 3
c : -997.0000, 0 -> 4
d : 598.0000, 0 -> 6
a : 361.0000, 1 -> 6
b : -87.0000, 1 -> 3
c : 749.0000, 1 -> 2
d : 896.0000, 1 -> 7
a : -177.0000, 2 -> 2
b : 506.0000, 2 -> 0
c : 543.0000, 2 -> 0
d : 497.0000, 2 -> 2
a : -671.0000, 3 -> 3
b : -143.0000, 3 -> 6
c : -303.0000, 3 -> 3
d : 335.0000, 3 -> 6
a : -303.0000, 4 -> 5
b : 14.0000, 4 -> 4
c : -279.0000, 4 -> 2
d : -468.0000, 4 -> 5
a : -262.0000, 5 -> 2
b : -258.0000, 5 -> 1
c : -549.0000, 5 -> 5
d : 892.0000, 5 -> 7
a : -514.0000, 6 -> 6
b : -902.0000, 6 -> 3
c : 165.0000, 6 -> 4
d : -199.0000, 6 -> 4
a : 987.0000, 7 -> 3
b : -616.0000, 7 -> 7
c : 524.0000, 7 -> 2
d : 704.0000, 7 -> 5
d : -155.0000, 0 -> 5
d : -828.0000, 0 -> 6
c : -277.0000, 1 -> 3
d : 948.0000, 1 -> 6
d : -930.0000, 2 -> 4
b : 119.0000, 2 -> 1
c : 572.0000, 3 -> 3
d : 285.0000, 3 -> 2
b : 51.0000, 4 -> 4
b : 251.0000, 4 -> 0
d : 538.0000, 5 -> 7
b : 38.0000, 5 -> 3
d : -830.0000, 6 -> 5
a : -623.0000, 6 -> 7
a : -122.0000, 7 -> 2
a : -317.0000, 7 -> 0
