a : -424.0000, 0 -> 5
b : -536.0000, 0 -> 6
c : 851.0000, 0 -> 5
d : 386.0000, 0 -> 1
a : 189.0000, 1 -> 4
b : 975.0000, 1 -> 0
c : 80.0000, 1 -> 0
d : -945.0000, 1 -> 1
a : 987.0000, 2 -> 6
b : -496.0000, 2 -> 7
c : -682.0000, 2 -> 7
d : -651.0000, 2 -> 0
a : -607.0000, 3 -> 0
b : -616.0000, 3 -> 4
c : 592.0000, 3 -> 1
d : 360.0000, 3 -> 4
a : -190.0000, 4 -> 5
b : 489.0000, 4 -> 4
c : 632.0000, 4 -> 1
d : 137.0000, 4 -> 7
a : -97.0000, 5 -> 1
b : -146.0000, 5 -> 3
c : 334.0000, 5 -> 3
d : -881.0000, 5 -> 7
a : 333.0000, 6 -> 7
b : 465.0000, 6 -> 3
c : -241.0000, 6 -> 5
d : 141.0000, 6 -> 5
a : -617.0000, 7 -> 7
b : 11.0000, 7 -> 7
c : 989.0000, 7 -> 3
d : -554.0000, 7 -> 6
d : 182.0000, 0 -> 6
a : -80.0000, 0 -> 4
d : 888.0000, 1 -> 0
c : 193.0000, 1 -> 0
b : 53.0000, 2 -> 0
b : -816.0000, 2 -> 1
a : 252.0000, 3 -> 6
a : -886.0000, 3 -> 0
c : 90.0000, 4 -> 0
d : 93.0000, 4 -> 7
d : 182.0000, 5 -> 0
c : -369.0000, 5 -> 4
c : 226.0000, 6 -> 0
a : 571.0000, 6 -> 6
d : -690.0000, 7 -> 4
a : -63.0000, 7 -> 1
a : 511.0000, 3 -> 2
