a : -572.0000, 0 -> 2
b : 808.0000, 0 -> 3
c : -473.0000, 0 -> 2
d : -294.0000, 0 -> 1
a : -823.0000, 1 -> 3
b : -998.0000, 1 -> 2
c : 909.0000, 1 -> 3
d : -705.0000, 1 -> 3
a : 913.0000, 2 -> 2
b : -381.0000, 2 -> 3
c : -809.0000, 2 -> 2
d : 733.0000, 2 -> 2
a : 786.0000, 3 -> 3
b : -200.0000, 3 -> 2
c : -825.0000, 3 -> 3
d : 207.0000, 3 -> 3
c : 214.0000, 0 -> 1
c : -579.0000, 0 -> 1
d : -338.0000, 1 -> 0
c : 380.0000, 1 -> 0
c : -301.0000, 2 -> 2
a : 998.0000, 2 -> 3
a : -335.0000, 3 -> 2
d : -976.0000, 3 -> 1
