a : -31.0000, 0 -> 3
b : 326.0000, 0 -> 3
c : 953.0000, 0 -> 1
d : 878.0000, 0 -> 3
a : 520.0000, 1 -> 0
b : 151.0000, 1 -> 2
c : 933.0000, 1 -> 3
d : -530.0000, 1 -> 3
a : 94.0000, 2 -> 2
b : 730.0000, 2 -> 2
c : 384.0000, 2 -> 3
d : -192.0000, 2 -> 3
a : 481.0000, 3 -> 1
b : 916.0000, 3 -> 2
c : 824.0000, 3 -> 1
d : -72.0000, 3 -> 0
c : -135.0000, 0 -> 1
b : -265.0000, 0 -> 3
c : 952.0000, 1 -> 3
b : 529.0000, 1 -> 1
b : 994.0000, 2 -> 3
b : -371.0000, 2 -> 1
d : 581.0000, 3 -> 1
a : -864.0000, 3 -> 3
