a : -736.0000, 0 -> 7
b : 970.0000, 0 -> 7
a : 82.0000, 1 -> 6
b : 667.0000, 1 -> 0
a : -436.0000, 2 -> 6
b : -745.0000, 2 -> 6
a : 243.0000, 3 -> 6
b : 560.0000, 3 -> 7
a : -750.0000, 4 -> 4
b : -974.0000, 4 -> 7
a : -651.0000, 5 -> 6
b : 975.0000, 5 -> 2
a : 878.0000, 6 -> 6
b : -999.0000, 6 -> 3
a : -32.0000, 7 -> 1
b : -896.0000, 7 -> 2
a : 175.0000, 0 -> 7
a : 655.0000, 1 -> 5
a : -789.0000, 2 -> 4
a : 494.0000, 3 -> 5
a : 877.0000, 4 -> 7
b : -48.0000, 5 -> 1
b : 589.0000, 6 -> 4
a : 738.0000, 7 -> 6
