a : 775.0000, 0 -> 4
b : -979.0000, 0 -> 3
c : 570.0000, 0 -> 5
d : -910.0000, 0 -> 2
a : 421.0000, 1 -> 3
b : 988.0000, 1 -> 0
c : 682.0000, 1 -> 1
d : 457.0000, 1 -> 6
a : -862.0000, 2 -> 1
b : -679.0000, 2 -> 5
c : -543.0000, 2 -> 5
d : -211.0000, 2 -> 5
a : 612.0000, 3 -> 1
b : 803.0000, 3 -> 6
c : 999.0000, 3 -> 6
d : 278.0000, 3 -> 3
a : 352.0000, 4 -> 7
b : -576.0000, 4 -> 5
c : 673.0000, 4 -> 1
d : 894.0000, 4 -> 7
a : 721.0000, 5 -> 0
b : 869.0000, 5 -> 5
c : -508.0000, 5 -> 3
d : 43.0000, 5 -> 3
a : -855.0000, 6 -> 0
b : 672.0000, 6 -> 5
c : -734.0000, 6 -> 2
d : -875.0000, 6 -> 3
a : 636.0000, 7 -> 3
b : 152.0000, 7 -> 2
c : 82.0000, 7 -> 0
d : 915.0000, 7 -> 2
c : 688.0000, 0 -> 6
c : 743.0000, 0 -> 5
b : 428.0000, 1 -> 6
c : -360.0000, 1 -> 6
c : -151.0000, 2 -> 5
b : -965.0000, 2 -> 2
d : -803.0000, 3 -> 5
d : -222.0000, 3 -> 1
a : 387.0000, 4 -> 4
c : -954.0000, 4 -> 6
d : -803.0000, 5 -> 2
c : 317.0000, 5 -> 5
c : 549.0000, 6 -> 6
c : 303.0000, 6 -> 1
a : 39.0000, 7 -> 4
b : -271.0000, 7 -> 5
