a : 819.0000, 0 -> 5
b : -705.0000, 0 -> 4
c : 600.0000, 0 -> 3
d : 71.0000, 0 -> 5
a : 472.0000, 1 -> 1
b : 170.0000, 1 -> 2
c : 196.0000, 1 -> 0
d : 7.0000, 1 -> 1
a : -464.0000, 2 -> 6
b : 814.0000, 2 -> 7
c : 943.0000, 2 -> 5
d : -321.0000, 2 -> 2
a : 131.0000, 3 -> 4
b : 343.0000, 3 -> 1
c : -556.0000, 3 -> 4
d : -907.0000, 3 -> 7
a : 414.0000, 4 -> 5
b : 668.0000, 4 -> 4
c : -637.0000, 4 -> 3
d : -927.0000, 4 -> 3
a : -503.0000, 5 -> 4
b : -283.0000, 5 -> 6
c : -662.0000, 5 -> 5
d : 587.0000, 5 -> 3
a : 340.0000, 6 -> 2
b : -703.0000, 6 -> 4
c : 497.0000, 6 -> 5
d : -468.0000, 6 -> 0
a : 750.0000, 7 -> 1
b : 343.0000, 7 -> 6
c : -662.0000, 7 -> 1
d : -81.0000, 7 -> 5
c : 507.0000, 0 -> 1
a : 898.0000, 0 -> 4
a : -620.0000, 1 -> 2
d : -826.0000, 1 -> 2
a : 88.0000, 2 -> 3
b : 752.0000, 2 -> 1
b : -755.0000, 3 -> 2
b : -713.0000, 3 -> 7
d : -422.0000, 4 -> 3
a : -866.0000, 4 -> 4
d : 795.0000, 5 -> 5
c : -810.0000, 5 -> 3
d : 806.0000, 6 -> 2
c : 273.0000, 6 -> 6
b : -950.0000, 7 -> 1
a : 75.0000, 7 -> 7
