a : 281.0000, 0 -> 3
b : 144.0000, 0 -> 2
c : 808.0000, 0 -> 3
d : -541.0000, 0 -> 0
a : 222.0000, 1 -> 1
b : 960.0000, 1 -> 0
c : 937.0000, 1 -> 0
d : 213.0000, 1 -> 2
a : -241.0000, 2 -> 2
b : 817.0000, 2 -> 2
c : -767.0000, 2 -> 3
d : -603.0000, 2 -> 0
a : 982.0000, 3 -> 1
b : -42.0000, 3 -> 3
c : 771.0000, 3 -> 0
d : -633.0000, 3 -> 1
d : -991.0000, 0 -> 2
c : 493.0000, 0 -> 2
b : -677.0000, 1 -> 0
d : -826.0000, 1 -> 2
c : 432.0000, 2 -> 1
b : -86.0000, 2 -> 1
a : 14.0000, 3 -> 3
b : 213.0000, 3 -> 2
