a : 211.0000, 0 -> 1
b : -763.0000, 0 -> 3
c : -257.0000, 0 -> 5
d : 610.0000, 0 -> 3
a : 624.0000, 1 -> 4
b : -32.0000, 1 -> 1
c : -673.0000, 1 -> 3
d : 510.0000, 1 -> 7
a : 746.0000, 2 -> 2
b : 559.0000, 2 -> 2
c : -192.0000, 2 -> 1
d : 575.0000, 2 -> 5
a : -911.0000, 3 -> 1
b : -248.0000, 3 -> 3
c : 61.0000, 3 -> 1
d : 551.0000, 3 -> 4
a : -116.0000, 4 -> 3
b : -177.0000, 4 -> 5
c : 401.0000, 4 -> 2
d : 901.0000, 4 -> 3
a : -240.0000, 5 -> 2
b : -312.0000, 5 -> 4
c : -30.0000, 5 -> 4
d : -303.0000, 5 -> 7
a : 670.0000, 6 -> 1
b : 679.0000, 6 -> 7
c : 776.0000, 6 -> 2
d : -143.0000, 6 -> 2
a : -882.0000, 7 -> 5
b : -942.0000, 7 -> 7
c : -886.0000, 7 -> 6
d : 311.0000, 7 -> 0
c : -287.0000, 0 -> 4
a : -739.0000, 0 -> 7
b : -922.0000, 1 -> 7
c : -637.0000, 1 -> 6
d : 725.0000, 2 -> 4
d : 302.0000, 2 -> 0
d : 639.0000, 3 -> 3
b : 982.0000, 3 -> 3
a : -152.0000, 4 -> 2
d : 227.0000, 4 -> 6
a : -726.0000, 5 -> 6
b : 691.0000, 5 -> 4
c : -274.0000, 6 -> 2
c : 481.0000, 6 -> 5
b : 389.0000, 7 -> 5
b : 80.0000, 7 -> 7
