a : 265.0000, 0 -> 1
b : 735.0000, 0 -> 0
c : 808.0000, 0 -> 3
d : -551.0000, 0 -> 3
a : 589.0000, 1 -> 0
b : 591.0000, 1 -> 2
c : -152.0000, 1 -> 2
d : 387.0000, 1 -> 2
a : -937.0000, 2 -> 2
b : -554.0000, 2 -> 0
c : 310.0000, 2 -> 3
d : 614.0000, 2 -> 2
a : -888.0000, 3 -> 2
b : -507.0000, 3 -> 1
c : 925.0000, 3 -> 1
d : -800.0000, 3 -> 1
d : 749.0000, 0 -> 0
c : 409.0000, 0 -> 2
b : -126.0000, 1 -> 2
a : -303.0000, 1 -> 0
c : -506.0000, 2 -> 2
d : -583.0000, 2 -> 2
d : 858.0000, 3 -> 1
d : -178.0000, 3 -> 2
