a : 448.0000, 0 -> 3
b : -15.0000, 0 -> 7
a : -545.0000, 1 -> 1
b : -333.0000, 1 -> 6
a : 670.0000, 2 -> 6
b : -556.0000, 2 -> 1
a : 23.0000, 3 -> 4
b : -428.0000, 3 -> 4
a : -102.0000, 4 -> 4
b : 863.0000, 4 -> 3
a : -513.0000, 5 -> 6
b : 512.0000, 5 -> 0
a : 887.0000, 6 -> 2
b : 375.0000, 6 -> 1
a : -355.0000, 7 -> 7
b : 83.0000, 7 -> 6
b : -57.0000, 0 -> 3
a : 670.0000, 1 -> 2
b : -500.0000, 2 -> 7
a : -329.0000, 3 -> 4
b : -629.0000, 4 -> 2
a : 247.0000, 5 -> 5
a : 544.0000, 6 -> 1
a : 114.0000, 7 -> 7
b : -305.0000, 3 -> 5
