a : -920.0000, 0 -> 2
b : -840.0000, 0 -> 7
a : -278.0000, 1 -> 2
b : 492.0000, 1 -> 4
a : -136.0000, 2 -> 1
b : -900.0000, 2 -> 4
a : -364.0000, 3 -> 3
b : 267.0000, 3 -> 7
a : 401.0000, 4 -> 3
b : -220.0000, 4 -> 7
a : -956.0000, 5 -> 1
b : -2.0000, 5 -> 1
a : -485.0000, 6 -> 1
b : 893.0000, 6 -> 4
a : -993.0000, 7 -> 7
b : -98.0000, 7 -> 5
b : -573.0000, 0 -> 4
b : 372.0000, 1 -> 5
a : 389.0000, 2 -> 7
a : -363.0000, 3 -> 5
a : 575.0000, 4 -> 3
b : 394.0000, 5 -> 3
b : -430.0000, 6 -> 1
b : -564.0000, 7 -> 4
b : 808.0000, 7 -> 6
