a : 468.0000, 0 -> 0
b : -424.0000, 0 -> 3
c : 6.0000, 0 -> 1
d : 802.0000, 0 -> 2
a : -686.0000, 1 -> 3
b : 441.0000, 1 -> 2
c : -637.0000, 1 -> 3
d : 48.0000, 1 -> 0
a : 137.0000, 2 -> 2
b : 665.0000, 2 -> 3
c : 233.0000, 2 -> 3
d : -585.0000, 2 -> 1
a : 742.0000, 3 -> 0
b : 999.0000, 3 -> 0
c : -565.0000, 3 -> 3
d : 778.0000, 3 -> 3
c : 457.0000, 0 -> 3
b : 808.0000, 0 -> 1
b : 418.0000, 1 -> 0
a : 311.0000, 1 -> 2
d : 420.0000, 2 -> 1
d : -771.0000, 2 -> 1
c : -993.0000, 3 -> 0
c : -376.0000, 3 -> 1
