a : -864.0000, 0 -> 3
b : -734.0000, 0 -> 2
c : -865.0000, 0 -> 3
d : -168.0000, 0 -> 1
a : 879.0000, 1 -> 2
b : -716.0000, 1 -> 1
c : 637.0000, 1 -> 3
d : 650.0000, 1 -> 2
a : 417.0000, 2 -> 2
b : -392.0000, 2 -> 0
c : -871.0000, 2 -> 3
d : -167.0000, 2 -> 1
a : 3.0000, 3 -> 0
b : -125.0000, 3 -> 1
c : -671.0000, 3 -> 2
d : 588.0000, 3 -> 2
c : -340.0000, 0 -> 3
b : -627.0000, 0 -> 0
a : -349.0000, 1 -> 3
c : -174.0000, 1 -> 0
c : 140.0000, 2 -> 2
d : -140.0000, 2 -> 1
d : -102.0000, 3 -> 3
c : -407.0000, 3 -> 0
