a : 198.0000, 0 -> 5
b : -312.0000, 0 -> 3
a : 675.0000, 1 -> 4
b : 8.0000, 1 -> 2
a : 97.0000, 2 -> 2
b : 565.0000, 2 -> 1
a : -903.0000, 3 -> 5
b : 712.0000, 3 -> 6
a : 771.0000, 4 -> 5
b : -348.0000, 4 -> 6
a : -567.0000, 5 -> 4
b : -728.0000, 5 -> 4
a : -794.0000, 6 -> 0
b : 637.0000, 6 -> 5
a : -468.0000, 7 -> 4
b : 740.0000, 7 -> 7
a : -206.0000, 0 -> 2
a : -795.0000, 1 -> 0
b : 543.0000, 2 -> 4
b : 878.0000, 3 -> 2
b : 666.0000, 4 -> 2
a : -980.0000, 5 -> 6
b : 438.0000, 6 -> 6
b : -926.0000, 7 -> 7
b : -973.0000, 4 -> 7
