a : -44.0000, 0 -> 0
b : -84.0000, 0 -> 2
c : 187.0000, 0 -> 2
d : 623.0000, 0 -> 3
a : 961.0000, 1 -> 0
b : -168.0000, 1 -> 3
c : 828.0000, 1 -> 0
d : 628.0000, 1 -> 2
a : -338.0000, 2 -> 3
b : 188.0000, 2 -> 1
c : 507.0000, 2 -> 2
d : -615.0000, 2 -> 3
a : 104.0000, 3 -> 1
b : -248.0000, 3 -> 1
c : 709.0000, 3 -> 0
d : -796.0000, 3 -> 1
d : -820.0000, 0 -> 3
b : 106.0000, 0 -> 0
c : 581.0000, 1 -> 3
d : -230.0000, 1 -> 3
a : 674.0000, 2 -> 2
a : -338.0000, 2 -> 1
d : 444.0000, 3 -> 1
d : -767.0000, 3 -> 1
